Transaction_Date_&_Time,Transaction_Value,Remarks,Transaction_Type,Age,Gender,Occupation,Industry
3/2/2020 8:25,34116,Utility,Duitnow,58,Male,"Surveyor, planning and development",Defence
1/15/2020 6:24,27926,Transaction,IBG,52,Male,Analytical chemist,Construction
2/28/2020 12:00,30579,Transaction,Instant Transfer,83,Male,"Engineer, electronics",Eletrical & Electronic
3/10/2020 22:46,32703,Credit Card Installment,Instant Transfer,46,Female,Environmental consultant,Energy
5/6/2020 8:35,80485,Car Installment,Instant Transfer,80,Female,Gaffer,Automotive
4/27/2020 18:01,90574,Car Installment,IBG,35,Female,Science writer,Construction
4/23/2020 19:10,571,House Installment,IBG,56,Female,Fast food restaurant manager,Construction
2/7/2020 17:34,4759,Credit Card Installment,Duitnow,36,Female,"Buyer, industrial",Transport Network
3/27/2020 4:37,49892,House Installment,Instant Transfer,40,Male,"Engineer, land",Defence
5/7/2020 15:40,54298,Credit Card Installment,Duitnow,93,Female,"Social research officer, government",Transport Network
1/19/2020 6:46,37547,Utility,Instant Transfer,48,Female,Quantity surveyor,Defence
1/14/2020 16:31,45609,House Installment,IBG,34,Male,Podiatrist,Automotive
3/9/2020 7:40,95611,House Installment,Duitnow,42,Male,"Designer, television/film set",Finance & Banking
4/1/2020 19:23,60770,Car Installment,IBG,27,Female,Secondary school teacher,Eletrical & Electronic
4/19/2020 4:13,46011,Credit Card Installment,IBG,69,Female,Surgeon,Oil and Gas
3/20/2020 23:36,65554,Car Installment,Duitnow,74,Female,Fisheries officer,Tourism
4/27/2020 12:57,60902,Credit Card Installment,Duitnow,36,Male,"Pilot, airline",Medical Tourism
4/21/2020 6:24,6968,House Installment,Duitnow,98,Male,Clothing/textile technologist,Finance & Banking
1/4/2020 8:51,76629,Transaction,Duitnow,34,Male,Counselling psychologist,Finance & Banking
5/1/2020 12:02,89700,Credit Card Installment,Instant Transfer,48,Female,Neurosurgeon,Medical Tourism
4/25/2020 0:12,99285,Car Installment,Instant Transfer,57,Male,Dietitian,Construction
4/4/2020 8:33,94271,Transaction,IBG,26,Male,Psychotherapist,Eletrical & Electronic
4/20/2020 14:24,50074,Utility,IBG,25,Female,"Therapist, music",Oil and Gas
3/6/2020 0:16,52954,Car Installment,Instant Transfer,72,Female,"Presenter, broadcasting",Medical Tourism
3/2/2020 1:19,82878,Utility,Duitnow,71,Male,Computer games developer,Transport Network
1/17/2020 2:12,52591,Car Installment,IBG,72,Female,Claims inspector/assessor,Oil and Gas
3/22/2020 19:37,70790,Credit Card Installment,IBG,60,Female,"Surveyor, hydrographic",Energy
2/8/2020 0:10,27624,Credit Card Installment,IBG,96,Male,General practice doctor,Oil and Gas
3/18/2020 9:35,52755,Car Installment,Duitnow,28,Male,Environmental education officer,Tourism
1/24/2020 11:10,5211,House Installment,Instant Transfer,27,Female,Automotive engineer,Defence
3/13/2020 3:54,69076,Transaction,IBG,31,Female,Equities trader,Finance & Banking
3/2/2020 19:33,3164,Utility,IBG,25,Female,Tax adviser,Automotive
5/4/2020 0:02,72040,Credit Card Installment,Duitnow,79,Female,Theme park manager,Defence
5/3/2020 22:01,2962,Utility,Duitnow,39,Female,Public house manager,Transport Network
5/11/2020 19:52,70133,Utility,Duitnow,31,Male,Water engineer,Defence
3/9/2020 7:52,69719,Credit Card Installment,Instant Transfer,22,Male,"Doctor, hospital",Finance & Banking
1/4/2020 4:57,35568,Car Installment,Duitnow,83,Female,Psychotherapist,Energy
5/12/2020 11:41,22168,Utility,Instant Transfer,66,Female,"Scientist, product/process development",Energy
5/3/2020 19:57,53333,Credit Card Installment,Instant Transfer,28,Female,Publishing copy,Construction
1/27/2020 6:39,58816,Credit Card Installment,IBG,65,Female,"Psychologist, prison and probation services",Construction
4/6/2020 7:28,60283,Car Installment,Instant Transfer,75,Male,"Pharmacist, hospital",Oil and Gas
4/3/2020 15:56,18392,House Installment,Duitnow,90,Female,Building surveyor,Medical Tourism
1/16/2020 20:40,56589,House Installment,Instant Transfer,66,Male,Chiropractor,Eletrical & Electronic
4/19/2020 3:31,17644,Utility,Instant Transfer,55,Male,Probation officer,Finance & Banking
1/25/2020 4:48,80062,Transaction,IBG,39,Male,"Engineer, maintenance (IT)",Oil and Gas
3/15/2020 20:22,98416,Car Installment,Duitnow,80,Male,Land/geomatics surveyor,Medical Tourism
3/9/2020 1:16,1992,Car Installment,Instant Transfer,57,Female,Call centre manager,Tourism
1/15/2020 23:30,67454,Transaction,IBG,87,Male,Occupational therapist,Oil and Gas
4/12/2020 4:42,62605,Utility,Duitnow,91,Male,"Designer, ceramics/pottery",Tourism
3/30/2020 7:39,37778,Utility,Instant Transfer,43,Female,Printmaker,Medical Tourism
1/5/2020 19:04,71305,Car Installment,IBG,31,Female,Fashion designer,Construction
4/2/2020 17:28,68845,Car Installment,IBG,84,Female,Mining engineer,Medical Tourism
4/19/2020 13:56,48641,Transaction,IBG,67,Male,Outdoor activities/education manager,Eletrical & Electronic
5/7/2020 13:52,97389,Credit Card Installment,IBG,92,Female,Furniture conservator/restorer,Energy
3/29/2020 17:02,10136,Credit Card Installment,IBG,60,Female,"Conservator, furniture",Energy
4/15/2020 14:43,80278,Utility,IBG,52,Male,Newspaper journalist,Construction
2/27/2020 22:14,20128,Car Installment,IBG,62,Male,Chief Marketing Officer,Medical Tourism
2/4/2020 18:08,97666,Car Installment,IBG,90,Male,Tourist information centre manager,Transport Network
1/17/2020 13:33,13951,Car Installment,Instant Transfer,68,Male,Transport planner,Transport Network
4/26/2020 7:30,81724,Car Installment,Duitnow,83,Female,"Scientist, product/process development",Transport Network
3/5/2020 6:56,15632,Credit Card Installment,Instant Transfer,37,Male,Cytogeneticist,Finance & Banking
3/4/2020 2:14,4042,Utility,Instant Transfer,95,Female,"Engineer, civil (consulting)",Automotive
4/1/2020 22:04,2797,Utility,Instant Transfer,83,Male,Politician's assistant,Transport Network
3/13/2020 20:03,34956,House Installment,IBG,92,Female,Translator,Medical Tourism
4/1/2020 11:03,13773,Credit Card Installment,IBG,65,Male,"Scientist, research (physical sciences)",Eletrical & Electronic
4/2/2020 6:33,59092,Car Installment,Duitnow,72,Male,"Presenter, broadcasting",Automotive
4/13/2020 19:18,34651,Credit Card Installment,Duitnow,33,Female,Actuary,Tourism
1/6/2020 22:22,14163,Transaction,Instant Transfer,34,Male,Medical illustrator,Oil and Gas
1/19/2020 19:53,28214,Car Installment,Duitnow,52,Male,Clothing/textile technologist,Medical Tourism
3/1/2020 8:22,73791,Credit Card Installment,Duitnow,95,Male,Transport planner,Eletrical & Electronic
1/14/2020 11:16,52471,Transaction,IBG,25,Female,International aid/development worker,Defence
1/22/2020 7:55,29367,Car Installment,Duitnow,25,Male,Health and safety adviser,Tourism
4/30/2020 3:10,26110,Utility,Duitnow,58,Male,Learning mentor,Energy
3/21/2020 16:35,24944,House Installment,Instant Transfer,52,Female,Social researcher,Oil and Gas
2/4/2020 5:14,22235,Transaction,IBG,21,Male,Health and safety adviser,Automotive
4/11/2020 10:52,97498,House Installment,Instant Transfer,42,Male,"Administrator, education",Medical Tourism
1/16/2020 17:02,95745,House Installment,Instant Transfer,46,Male,"Producer, radio",Defence
3/2/2020 20:43,69217,Credit Card Installment,Instant Transfer,76,Female,Wellsite geologist,Finance & Banking
2/2/2020 4:43,35007,Credit Card Installment,IBG,97,Female,"Civil engineer, contracting",Construction
1/22/2020 7:47,90816,Credit Card Installment,Duitnow,18,Female,Community education officer,Tourism
3/4/2020 21:33,38333,Credit Card Installment,Duitnow,49,Female,Sports administrator,Transport Network
4/27/2020 9:54,22897,House Installment,IBG,56,Female,"Surveyor, commercial/residential",Oil and Gas
3/25/2020 15:13,10308,Credit Card Installment,Instant Transfer,57,Male,"Producer, radio",Energy
2/21/2020 20:56,30251,House Installment,IBG,81,Female,Secretary/administrator,Eletrical & Electronic
4/25/2020 12:12,58799,Transaction,Instant Transfer,65,Male,Clinical embryologist,Oil and Gas
4/25/2020 13:56,83075,Utility,IBG,93,Female,Warden/ranger,Automotive
2/6/2020 0:33,18360,Credit Card Installment,Duitnow,85,Male,Holiday representative,Oil and Gas
3/23/2020 17:01,96425,Credit Card Installment,Duitnow,74,Female,Occupational therapist,Automotive
2/6/2020 5:48,59013,Car Installment,Instant Transfer,83,Female,Historic buildings inspector/conservation officer,Tourism
1/1/2020 20:37,4253,Transaction,IBG,73,Male,Police officer,Construction
5/2/2020 16:59,73850,Utility,IBG,68,Female,Environmental consultant,Tourism
4/28/2020 11:48,29764,Transaction,Duitnow,86,Male,Art therapist,Medical Tourism
4/1/2020 21:43,35589,Car Installment,Duitnow,94,Male,Office manager,Eletrical & Electronic
4/22/2020 20:41,28474,Transaction,IBG,84,Male,Video editor,Energy
4/15/2020 22:14,93090,Transaction,Instant Transfer,35,Male,Probation officer,Energy
4/6/2020 21:39,52930,Transaction,Duitnow,77,Male,"Investment banker, corporate",Medical Tourism
2/1/2020 1:55,99136,Car Installment,Instant Transfer,56,Male,"Geologist, engineering",Tourism
2/23/2020 9:41,79673,House Installment,IBG,52,Male,Academic librarian,Finance & Banking
3/20/2020 7:56,67411,Car Installment,IBG,72,Female,"Psychologist, sport and exercise",Defence
3/10/2020 6:37,28466,House Installment,IBG,54,Male,Chartered loss adjuster,Eletrical & Electronic
2/9/2020 17:24,51740,Utility,Duitnow,71,Female,"Therapist, music",Defence
3/8/2020 4:57,39023,Car Installment,Instant Transfer,86,Male,Holiday representative,Oil and Gas
4/17/2020 18:58,80026,Transaction,Instant Transfer,44,Male,Data processing manager,Eletrical & Electronic
3/10/2020 14:28,40847,Credit Card Installment,Instant Transfer,49,Male,Fitness centre manager,Energy
5/11/2020 21:59,49231,Utility,IBG,37,Female,Structural engineer,Oil and Gas
1/2/2020 23:22,19145,House Installment,IBG,68,Female,"Investment banker, corporate",Oil and Gas
1/22/2020 23:22,54853,Utility,IBG,89,Female,Travel agency manager,Oil and Gas
3/13/2020 22:47,46549,House Installment,IBG,22,Male,Accounting technician,Eletrical & Electronic
2/13/2020 8:44,79193,House Installment,Instant Transfer,42,Male,Ophthalmologist,Automotive
3/20/2020 15:44,75105,Car Installment,Duitnow,24,Female,Barrister's clerk,Construction
2/7/2020 19:57,12016,Car Installment,Duitnow,41,Male,Bookseller,Eletrical & Electronic
4/8/2020 2:37,27405,Transaction,Duitnow,73,Male,Town planner,Automotive
2/21/2020 5:06,20987,Car Installment,Duitnow,20,Female,Corporate investment banker,Oil and Gas
1/13/2020 16:32,89635,House Installment,Instant Transfer,85,Female,Speech and language therapist,Defence
3/19/2020 7:01,35264,Credit Card Installment,Duitnow,84,Female,Tourist information centre manager,Eletrical & Electronic
5/9/2020 13:57,2268,Transaction,Instant Transfer,55,Male,"Geneticist, molecular",Tourism
2/4/2020 7:51,40961,Utility,Duitnow,91,Male,Information officer,Finance & Banking
1/27/2020 0:22,31125,House Installment,Instant Transfer,87,Female,"Designer, ceramics/pottery",Construction
4/16/2020 13:26,798,Credit Card Installment,Instant Transfer,46,Female,Chief Technology Officer,Tourism
2/15/2020 12:49,36692,Utility,IBG,62,Male,Financial manager,Tourism
4/9/2020 14:40,56564,Utility,IBG,33,Male,Charity officer,Defence
1/21/2020 20:31,97969,Credit Card Installment,IBG,97,Female,Public relations officer,Medical Tourism
1/27/2020 13:44,64024,Credit Card Installment,IBG,67,Female,Health and safety adviser,Oil and Gas
3/4/2020 10:35,19525,Transaction,Instant Transfer,31,Male,Veterinary surgeon,Transport Network
4/9/2020 23:17,81510,Credit Card Installment,Duitnow,41,Male,Psychotherapist,Transport Network
4/5/2020 6:50,78857,Transaction,Instant Transfer,65,Female,Pension scheme manager,Medical Tourism
4/20/2020 1:52,68631,Car Installment,IBG,39,Female,Historic buildings inspector/conservation officer,Automotive
3/28/2020 20:04,48861,House Installment,Duitnow,91,Female,Dramatherapist,Finance & Banking
3/19/2020 7:29,61676,Transaction,Duitnow,71,Male,Holiday representative,Automotive
4/22/2020 9:25,93104,Credit Card Installment,Duitnow,38,Female,Financial planner,Tourism
2/27/2020 0:00,86912,Transaction,Duitnow,69,Female,Press sub,Automotive
4/26/2020 14:52,94297,House Installment,Instant Transfer,87,Female,Therapeutic radiographer,Oil and Gas
2/13/2020 7:47,19744,Credit Card Installment,IBG,99,Female,Politician's assistant,Oil and Gas
3/4/2020 15:28,75118,Credit Card Installment,Instant Transfer,20,Male,"Engineer, communications",Defence
1/20/2020 16:22,37875,Transaction,Instant Transfer,98,Female,"Psychotherapist, child",Finance & Banking
2/7/2020 13:08,42939,House Installment,IBG,97,Male,"Designer, multimedia",Automotive
1/1/2020 12:13,24281,Transaction,Instant Transfer,25,Male,"Scientist, research (medical)",Energy
5/4/2020 18:03,59294,House Installment,Instant Transfer,68,Male,"Teacher, adult education",Transport Network
4/16/2020 4:10,43291,Credit Card Installment,IBG,87,Female,Museum education officer,Eletrical & Electronic
5/2/2020 6:56,1275,Car Installment,IBG,35,Male,"Engineer, site",Defence
4/11/2020 16:59,36574,Car Installment,IBG,46,Male,"Research officer, trade union",Medical Tourism
4/18/2020 13:58,43853,House Installment,Instant Transfer,56,Male,International aid/development worker,Finance & Banking
1/7/2020 12:06,54617,Utility,IBG,58,Male,"Development worker, community",Transport Network
4/27/2020 6:03,66863,Credit Card Installment,Instant Transfer,97,Male,Acupuncturist,Oil and Gas
4/20/2020 12:20,70480,House Installment,Duitnow,37,Female,"Engineer, electronics",Energy
5/12/2020 15:52,81226,House Installment,IBG,38,Male,"Accountant, chartered management",Tourism
3/11/2020 7:52,89335,Car Installment,Duitnow,89,Male,Ecologist,Defence
4/28/2020 11:04,47523,Transaction,IBG,60,Male,Further education lecturer,Energy
1/4/2020 5:44,57452,House Installment,Duitnow,24,Female,Social researcher,Finance & Banking
2/11/2020 23:53,78221,House Installment,IBG,73,Male,Occupational hygienist,Medical Tourism
2/27/2020 20:22,14457,Transaction,Instant Transfer,48,Male,Clinical psychologist,Eletrical & Electronic
4/7/2020 14:28,52308,House Installment,IBG,74,Female,Personnel officer,Finance & Banking
4/9/2020 6:09,11130,Credit Card Installment,IBG,90,Female,Aeronautical engineer,Energy
2/8/2020 4:56,43540,Utility,IBG,30,Female,Management consultant,Oil and Gas
3/23/2020 3:59,95603,Car Installment,IBG,97,Male,Rural practice surveyor,Construction
1/28/2020 13:48,36856,Car Installment,IBG,65,Female,Accounting technician,Tourism
4/17/2020 17:33,78855,Car Installment,Instant Transfer,73,Female,Haematologist,Tourism
1/3/2020 21:31,55598,Car Installment,Instant Transfer,56,Male,Horticultural therapist,Energy
5/7/2020 7:53,54332,Transaction,IBG,56,Female,Banker,Construction
3/1/2020 6:06,98355,Credit Card Installment,Duitnow,19,Female,Product designer,Construction
1/4/2020 3:29,89949,House Installment,IBG,39,Male,"Physicist, medical",Defence
3/1/2020 1:07,52983,Credit Card Installment,Duitnow,33,Female,Careers adviser,Oil and Gas
1/26/2020 8:41,71563,Credit Card Installment,Instant Transfer,94,Female,Firefighter,Medical Tourism
2/15/2020 13:03,3564,Utility,Duitnow,77,Female,Accommodation manager,Finance & Banking
5/8/2020 6:55,49555,Utility,Instant Transfer,35,Female,Sport and exercise psychologist,Tourism
1/10/2020 15:26,21535,House Installment,Instant Transfer,71,Female,Chartered management accountant,Medical Tourism
3/16/2020 2:09,62365,Utility,IBG,44,Female,Dietitian,Construction
3/12/2020 3:52,62696,Transaction,Instant Transfer,94,Female,Ceramics designer,Defence
4/9/2020 10:14,2846,House Installment,IBG,54,Male,"Lecturer, further education",Defence
2/23/2020 20:35,5773,House Installment,IBG,30,Male,"Librarian, public",Finance & Banking
3/24/2020 21:22,47011,Transaction,Instant Transfer,78,Female,Public relations account executive,Finance & Banking
1/25/2020 3:13,70044,House Installment,Duitnow,96,Male,Food technologist,Eletrical & Electronic
2/25/2020 11:00,38989,Utility,IBG,25,Female,Politician's assistant,Eletrical & Electronic
4/2/2020 8:36,48385,Utility,IBG,94,Male,English as a second language teacher,Tourism
4/21/2020 22:02,53041,Credit Card Installment,Duitnow,67,Female,Charity officer,Eletrical & Electronic
1/26/2020 20:30,47398,Transaction,Duitnow,71,Female,Optometrist,Construction
2/16/2020 6:13,77616,Car Installment,Duitnow,98,Male,Television camera operator,Tourism
4/12/2020 21:44,93734,Credit Card Installment,IBG,88,Female,"Producer, television/film/video",Construction
3/27/2020 2:39,73104,House Installment,Instant Transfer,78,Male,Exhibition designer,Medical Tourism
3/25/2020 1:21,14689,House Installment,IBG,74,Female,Information systems manager,Eletrical & Electronic
1/23/2020 2:54,81728,Car Installment,Duitnow,58,Male,Bonds trader,Transport Network
1/24/2020 2:28,72838,House Installment,Duitnow,18,Female,"Engineer, chemical",Tourism
2/26/2020 12:43,55071,Utility,IBG,97,Female,"Journalist, broadcasting",Transport Network
5/8/2020 7:33,92212,Utility,Instant Transfer,54,Male,"Therapist, nutritional",Eletrical & Electronic
1/22/2020 2:09,93404,Car Installment,Duitnow,53,Male,Data processing manager,Tourism
1/14/2020 2:48,55554,House Installment,Duitnow,85,Female,IT consultant,Medical Tourism
5/8/2020 21:47,28198,Car Installment,IBG,25,Female,Environmental education officer,Eletrical & Electronic
5/4/2020 17:12,15541,Utility,IBG,91,Female,Arboriculturist,Energy
4/12/2020 4:52,97724,Car Installment,Duitnow,92,Female,Government social research officer,Tourism
1/28/2020 11:24,13161,Car Installment,IBG,94,Female,"Therapist, occupational",Tourism
4/7/2020 21:04,704,Credit Card Installment,Instant Transfer,31,Male,Sports administrator,Oil and Gas
1/23/2020 5:06,52747,Utility,Duitnow,81,Female,Bonds trader,Transport Network
3/26/2020 15:39,55757,Utility,Instant Transfer,66,Female,Water engineer,Medical Tourism
3/27/2020 5:51,6163,Utility,Duitnow,49,Male,Forensic scientist,Tourism
3/13/2020 23:17,91698,Utility,Instant Transfer,51,Male,Energy manager,Transport Network
3/8/2020 11:51,2129,House Installment,Instant Transfer,72,Male,Advertising art director,Defence
4/26/2020 17:57,34882,Utility,IBG,25,Male,"Scientist, research (maths)",Eletrical & Electronic
4/11/2020 9:26,13280,Car Installment,Duitnow,99,Male,Artist,Construction
5/3/2020 18:45,33238,House Installment,IBG,66,Male,Drilling engineer,Tourism
2/22/2020 22:36,2131,House Installment,Instant Transfer,68,Female,Television/film/video producer,Tourism
4/19/2020 3:50,21773,Transaction,Instant Transfer,84,Female,Graphic designer,Oil and Gas
2/2/2020 22:40,76912,House Installment,Duitnow,40,Female,"Production designer, theatre/television/film",Tourism
5/3/2020 9:51,88645,House Installment,Duitnow,70,Female,"Engineer, automotive",Construction
4/20/2020 2:44,36935,Transaction,Duitnow,22,Female,Nature conservation officer,Medical Tourism
1/16/2020 18:54,65308,Credit Card Installment,Duitnow,47,Male,Leisure centre manager,Transport Network
2/15/2020 0:37,69879,House Installment,Instant Transfer,72,Male,Sales promotion account executive,Eletrical & Electronic
1/24/2020 0:43,14536,Credit Card Installment,Duitnow,38,Female,Archaeologist,Finance & Banking
5/3/2020 16:14,41657,Utility,Duitnow,63,Male,Claims inspector/assessor,Tourism
1/3/2020 23:52,16222,Credit Card Installment,IBG,36,Female,"Engineer, electrical",Energy
1/14/2020 1:41,53701,Transaction,Duitnow,30,Female,Cabin crew,Construction
2/5/2020 6:58,63362,Car Installment,Instant Transfer,51,Male,Dancer,Construction
4/15/2020 21:28,16027,Transaction,Duitnow,39,Male,Health promotion specialist,Automotive
3/2/2020 14:09,9925,House Installment,IBG,68,Female,Charity fundraiser,Medical Tourism
4/15/2020 0:43,79443,Credit Card Installment,Duitnow,22,Male,Theatre manager,Transport Network
2/6/2020 16:43,22325,House Installment,IBG,36,Male,"Programme researcher, broadcasting/film/video",Tourism
5/4/2020 21:02,18219,Car Installment,Duitnow,23,Female,Leisure centre manager,Oil and Gas
4/13/2020 7:00,59325,Utility,Duitnow,48,Male,Brewing technologist,Defence
4/8/2020 20:36,81454,House Installment,IBG,61,Male,"Optician, dispensing",Energy
4/30/2020 1:42,449,Utility,IBG,64,Female,"Designer, blown glass/stained glass",Eletrical & Electronic
1/2/2020 11:19,93326,Credit Card Installment,IBG,55,Female,Commissioning editor,Energy
1/26/2020 20:52,86922,Car Installment,Instant Transfer,99,Female,Materials engineer,Eletrical & Electronic
1/19/2020 14:19,37403,Credit Card Installment,Duitnow,61,Female,Illustrator,Eletrical & Electronic
4/11/2020 5:07,40518,Credit Card Installment,Instant Transfer,79,Female,"Surveyor, land/geomatics",Transport Network
2/19/2020 1:43,56088,House Installment,Instant Transfer,20,Female,Prison officer,Automotive
2/21/2020 10:11,41341,Credit Card Installment,Instant Transfer,43,Male,Records manager,Energy
1/21/2020 19:07,28257,Credit Card Installment,Instant Transfer,46,Male,Special educational needs teacher,Energy
2/17/2020 18:05,4323,Car Installment,Duitnow,38,Male,Barista,Oil and Gas
1/26/2020 7:50,83110,Car Installment,Instant Transfer,68,Male,"Psychologist, counselling",Automotive
2/5/2020 22:32,89210,Transaction,IBG,74,Male,"Administrator, education",Automotive
5/8/2020 8:04,91029,Car Installment,Duitnow,75,Female,Arts administrator,Tourism
1/7/2020 22:00,80155,Utility,IBG,84,Male,Neurosurgeon,Medical Tourism
1/18/2020 13:09,47651,House Installment,Instant Transfer,59,Male,"Engineer, land",Construction
4/7/2020 17:53,31069,Car Installment,IBG,59,Female,"Scientist, research (physical sciences)",Defence
3/10/2020 17:35,3704,Transaction,Instant Transfer,68,Female,Freight forwarder,Eletrical & Electronic
2/12/2020 0:33,32083,House Installment,Instant Transfer,32,Female,Animator,Medical Tourism
1/22/2020 5:45,92179,Credit Card Installment,Instant Transfer,48,Female,Telecommunications researcher,Oil and Gas
3/21/2020 17:58,6517,Utility,Instant Transfer,81,Female,Transport planner,Defence
4/8/2020 4:21,1397,House Installment,Instant Transfer,86,Female,"Therapist, music",Automotive
2/27/2020 22:35,9894,Transaction,Instant Transfer,54,Female,Furniture conservator/restorer,Finance & Banking
2/11/2020 4:43,20141,Transaction,IBG,40,Male,Information systems manager,Oil and Gas
2/28/2020 7:37,70673,Car Installment,Duitnow,90,Male,Regulatory affairs officer,Energy
1/1/2020 0:08,4328,Transaction,Duitnow,51,Female,Physiological scientist,Automotive
1/14/2020 14:11,26888,Utility,Instant Transfer,68,Female,Trading standards officer,Tourism
3/23/2020 0:37,49901,Utility,Instant Transfer,71,Female,"Research officer, government",Defence
3/11/2020 5:38,38233,Car Installment,Duitnow,84,Female,Barrister,Tourism
1/21/2020 16:50,95486,Transaction,Instant Transfer,96,Female,Conference centre manager,Transport Network
4/15/2020 4:46,34400,Credit Card Installment,Instant Transfer,65,Male,"Biochemist, clinical",Automotive
4/4/2020 11:35,73567,Car Installment,Duitnow,58,Female,Call centre manager,Automotive
3/19/2020 19:53,67271,House Installment,Instant Transfer,54,Male,Exhibition designer,Automotive
5/8/2020 15:27,32625,House Installment,Duitnow,50,Female,Records manager,Finance & Banking
4/3/2020 20:41,38231,Car Installment,Instant Transfer,27,Male,Set designer,Transport Network
1/25/2020 3:05,33703,Car Installment,Instant Transfer,58,Male,Health promotion specialist,Transport Network
4/13/2020 9:49,49104,House Installment,Duitnow,42,Male,Pharmacologist,Tourism
2/25/2020 13:49,67758,Car Installment,Instant Transfer,92,Female,"Administrator, education",Medical Tourism
4/11/2020 18:53,24615,Credit Card Installment,Duitnow,52,Male,Commissioning editor,Defence
3/10/2020 11:25,19081,Utility,IBG,66,Male,"Buyer, industrial",Oil and Gas
2/19/2020 11:38,55447,Utility,Instant Transfer,27,Female,Training and development officer,Medical Tourism
2/3/2020 19:27,10475,Transaction,Duitnow,59,Male,Insurance risk surveyor,Tourism
4/26/2020 17:11,98412,Utility,Instant Transfer,46,Male,"Journalist, newspaper",Defence
3/28/2020 22:05,47533,Utility,Duitnow,41,Female,"Engineer, broadcasting (operations)",Oil and Gas
4/21/2020 20:25,27173,Transaction,IBG,50,Female,Speech and language therapist,Tourism
2/14/2020 18:03,35884,Credit Card Installment,Duitnow,80,Male,Commercial horticulturist,Finance & Banking
2/15/2020 18:20,57586,Transaction,Duitnow,28,Male,"Psychologist, occupational",Eletrical & Electronic
2/1/2020 19:07,80994,House Installment,Instant Transfer,43,Male,"Therapist, nutritional",Energy
3/12/2020 1:28,66328,Credit Card Installment,Instant Transfer,24,Male,Fashion designer,Defence
1/4/2020 20:10,98766,House Installment,IBG,77,Female,"Engineer, manufacturing",Eletrical & Electronic
1/6/2020 11:31,61193,House Installment,IBG,38,Male,Computer games developer,Oil and Gas
1/2/2020 8:09,48564,Transaction,Duitnow,86,Male,Systems analyst,Oil and Gas
2/15/2020 19:06,27297,Credit Card Installment,Duitnow,49,Male,Advertising account executive,Transport Network
5/2/2020 12:36,869,Utility,IBG,49,Male,Veterinary surgeon,Defence
1/23/2020 7:15,51130,Transaction,IBG,54,Male,Hydrographic surveyor,Tourism
3/22/2020 12:27,1180,House Installment,Instant Transfer,73,Male,Careers adviser,Oil and Gas
2/2/2020 7:04,90065,Car Installment,Instant Transfer,27,Male,Herpetologist,Oil and Gas
1/11/2020 19:46,18341,Credit Card Installment,Instant Transfer,21,Female,Armed forces logistics/support/administrative officer,Medical Tourism
2/27/2020 0:00,72505,Credit Card Installment,IBG,40,Male,Transport planner,Finance & Banking
2/5/2020 12:33,54442,Utility,Duitnow,67,Female,Building control surveyor,Energy
5/7/2020 5:42,25114,Credit Card Installment,Instant Transfer,91,Male,Purchasing manager,Automotive
1/1/2020 19:14,12379,Credit Card Installment,Instant Transfer,97,Male,Location manager,Finance & Banking
3/3/2020 3:18,65593,Credit Card Installment,Instant Transfer,57,Female,Industrial/product designer,Tourism
4/19/2020 17:04,26613,Utility,Duitnow,91,Female,"Designer, furniture",Construction
2/25/2020 19:24,31717,House Installment,Instant Transfer,93,Male,Solicitor,Transport Network
4/29/2020 0:53,64530,Credit Card Installment,Duitnow,85,Female,Dance movement psychotherapist,Defence
5/6/2020 14:39,9909,Utility,Duitnow,32,Female,Television floor manager,Construction
4/23/2020 14:04,2659,Credit Card Installment,Duitnow,71,Female,Emergency planning/management officer,Medical Tourism
2/14/2020 6:19,54765,House Installment,IBG,94,Female,Health and safety inspector,Construction
3/31/2020 18:11,97603,Transaction,IBG,52,Female,Air traffic controller,Tourism
2/1/2020 4:09,56312,Credit Card Installment,Instant Transfer,66,Female,Dietitian,Energy
3/2/2020 10:27,94544,Transaction,Instant Transfer,99,Female,Recycling officer,Energy
4/18/2020 17:16,88577,Transaction,IBG,65,Male,Hydrogeologist,Medical Tourism
4/8/2020 21:07,28608,Transaction,IBG,61,Male,Teaching laboratory technician,Eletrical & Electronic
3/2/2020 12:13,55462,Credit Card Installment,Instant Transfer,91,Female,"Accountant, chartered management",Finance & Banking
4/3/2020 21:36,7259,House Installment,Instant Transfer,64,Female,Hotel manager,Oil and Gas
1/19/2020 12:25,50954,Credit Card Installment,Instant Transfer,99,Male,Barrister's clerk,Automotive
2/27/2020 17:12,6919,Utility,Duitnow,32,Female,"Pilot, airline",Energy
3/29/2020 22:15,20439,House Installment,Duitnow,36,Female,"Editor, film/video",Tourism
4/13/2020 19:47,42133,House Installment,Instant Transfer,72,Male,Theatre stage manager,Defence
4/22/2020 20:35,32845,Car Installment,IBG,55,Male,"Scientist, audiological",Automotive
4/10/2020 8:20,86946,Credit Card Installment,Instant Transfer,95,Male,Firefighter,Defence
4/15/2020 10:19,7253,House Installment,IBG,57,Male,Camera operator,Automotive
4/28/2020 15:21,90973,Credit Card Installment,Duitnow,32,Female,Accommodation manager,Defence
5/8/2020 21:18,31710,Car Installment,Instant Transfer,52,Female,Research scientist (maths),Eletrical & Electronic
2/21/2020 20:41,37424,Car Installment,Duitnow,22,Female,Fashion designer,Oil and Gas
4/22/2020 21:48,72856,Utility,Duitnow,63,Female,"Therapist, music",Tourism
